ID,Name,Description,ColumnSpec,Concepticon_ID,Concepticon_Gloss,OriginalConcept
knock,KNOCK,,,2396,KNOCK,
blister,BLISTER,,,1584,BLISTER,
crowd,CROWD,,,2023,CROWD,
abstainfromfood,ABSTAIN FROM FOOD,,,303,ABSTAIN FROM FOOD,
whiteman,WHITE MAN,,,2839,WHITE MAN,
sibling,SIBLING,,,1640,SIBLING,
shoulderblade,SHOULDERBLADE,,,172,SHOULDERBLADE,
forbid,FORBID,,,83,FORBID,
study,STUDY,,,1929,STUDY,
carve,CARVE,,,228,CARVE,
wear,WEAR,,,976,WEAR,
together,TOGETHER,,,2482,TOGETHER,
thirty,THIRTY,,,1715,THIRTY,
surprised,SURPRISED,,,1572,SURPRISED,
battle,BATTLE,,,579,BATTLE,
story,STORY,,,2060,STORY,
murder,MURDER,,,845,MURDER,
worship,WORSHIP,,,257,WORSHIP,
blindperson,BLIND PERSON,,,457,BLIND PERSON,
yard,YARD,,,736,YARD,
threetimes,THREE TIMES,,,417,THREE TIMES,
soninlawofwoman,SON-IN-LAW (OF WOMAN),,,2266,SON-IN-LAW (OF WOMAN),SON-IN-LAW
rudder,RUDDER,,,108,RUDDER,
ready,READY,,,790,READY,
self,SELF,,,1993,SELF,
stallion,STALLION,,,936,STALLION,
missatarget,MISS (A TARGET),,,161,MISS (A TARGET),
rafter,RAFTER,,,829,RAFTER,
mainland,MAINLAND,,,166,MAINLAND,
letter,LETTER,,,1612,LETTER,
spindle,SPINDLE,,,277,SPINDLE,
cart,CART,,,122,CART,
praise,PRAISE,,,1687,PRAISE,
law,LAW,,,1062,LAW,
stepfather,STEPFATHER,,,237,STEPFATHER,
neednoun,NEED (NOUN),,,643,NEED (NOUN),
lunch,LUNCH,,,768,LUNCH,
cricket,CRICKET,,,2354,CRICKET,
alone,ALONE,,,1964,ALONE,
alligator,ALLIGATOR,,,1581,ALLIGATOR,
daughterinlawofwoman,DAUGHTER-IN-LAW (OF WOMAN),,,2264,DAUGHTER-IN-LAW (OF WOMAN),
announce,ANNOUNCE,,,9,ANNOUNCE,
dryinsun,DRY IN SUN,,,3364,DRY IN SUN,
coin,COIN,,,1867,COIN,
oven,OVEN,,,1143,OVEN,
dress,DRESS,,,474,DRESS,
rag,RAG,,,332,RAG,
fanaction,FAN (ACTION),,,360,FAN (ACTION),
beggar,BEGGAR,,,1934,BEGGAR,
setheavenlybodies,SET (HEAVENLY BODIES),,,160,SET (HEAVENLY BODIES),
tool,TOOL,,,1361,TOOL,
heron,HERON,,,758,HERON,
debt,DEBT,,,1914,DEBT,
blame,BLAME,,,381,BLAME,
lierest,LIE (REST),,,1411,LIE (REST),
sandfly,SANDFLY,,,95,SANDFLY,
silk,SILK,,,1641,SILK,
donate,DONATE,,,196,DONATE,
betelnut,BETELNUT,,,217,BETELNUT,
beverage,BEVERAGE,,,731,BEVERAGE,
pubichair,PUBIC HAIR,,,36,PUBIC HAIR,
damageorinjure,DAMAGE OR INJURE,,,3195,DAMAGE OR INJURE,
lastendure,LAST (ENDURE),,,1186,LAST (ENDURE),
secret,SECRET,,,1121,SECRET,
accuse,ACCUSE,,,1814,ACCUSE,
danger,DANGER,,,1810,DANGER,
witness,WITNESS,,,1144,WITNESS,
ox,OX,,,1169,OX,
admit,ADMIT,,,2022,ADMIT,
fin,FIN,,,213,FIN,
famine,FAMINE,,,199,FAMINE,
fisherman,FISHERMAN,,,1858,FISHERMAN,
down,DOWN,,,1326,DOWN,DOWN OR BELOW
possum,POSSUM,,,470,POSSUM,
earwax,EARWAX,,,32,EARWAX,
hour,HOUR,,,1353,HOUR,
winnowing,WINNOWING,,,2462,WINNOWING,
power,POWER,,,2526,POWER,
vine,VINE,,,343,VINE,
descendants,DESCENDANTS,,,490,DESCENDANTS,
sixty,SIXTY,,,1718,SIXTY,
carryonhead,CARRY ON HEAD,,,414,CARRY ON HEAD,
ornament,ORNAMENT,,,917,ORNAMENT,
merchant,MERCHANT,,,1082,MERCHANT,
guard,GUARD,,,1940,GUARD,
drowned,DROWNED,,,3187,DROWNED,
shriek,SHRIEK,,,298,SHRIEK,
dribble,DRIBBLE,,,268,DRIBBLE,
trough,TROUGH,,,205,TROUGH,
cause,CAUSE,,,860,CAUSE,
victory,VICTORY,,,783,VICTORY,
punishment,PUNISHMENT,,,390,PUNISHMENT,
chameleon,CHAMELEON,,,1555,CHAMELEON,
leadchemicalelement,LEAD (CHEMICAL ELEMENT),,,627,LEAD (CHEMICAL ELEMENT),
breakofrope,BREAK (OF ROPE),,,460,BREAK (OF ROPE),
loincloth,LOINCLOTH,,,1965,LOINCLOTH,
whirlpool,WHIRLPOOL,,,1982,WHIRLPOOL,
beget,BEGET,,,1152,BEGET,
headbandorheaddress,HEADBAND OR HEADDRESS,,,3457,HEADBAND OR HEADDRESS,
forkedbranch,FORKED BRANCH,,,409,FORKED BRANCH,
willow,WILLOW,,,818,WILLOW,
shave,SHAVE,,,231,SHAVE,
sleeve,SLEEVE,,,2953,SLEEVE,
grey,GREY,,,153,GREY,
stepson,STEPSON,,,1059,STEPSON,
foal,FOAL,,,1647,FOAL,
dandruff,DANDRUFF,,,576,DANDRUFF,
goodluck,GOOD LUCK,,,720,GOOD LUCK,
doubt,DOUBT,,,1308,DOUBT,
weapons,WEAPONS,,,951,WEAPONS,
bless,BLESS,,,391,BLESS,
same,SAME,,,200,SAME,
box,BOX,,,1465,BOX,
temples,TEMPLES,,,1604,TEMPLES,
conceive,CONCEIVE,,,1087,CONCEIVE,
ninety,NINETY,,,1724,NINETY,
grassskirt,GRASS-SKIRT,,,328,GRASS-SKIRT,
color,COLOR,,,1613,COLOR,
itchcauseitchingorfeelitchy,ITCH (CAUSE ITCHING OR FEEL ITCHY),,,3855,ITCH (CAUSE ITCHING OR FEEL ITCHY),ITCH OR ITCHY OR ITCHING
sago,SAGO,,,2270,SAGO,
sixteen,SIXTEEN,,,2454,SIXTEEN,
herdsman,HERDSMAN,,,263,HERDSMAN,
ridgepole,RIDGEPOLE,,,280,RIDGEPOLE,
thresh,THRESH,,,285,THRESH,
tax,TAX,,,873,TAX,
win,WIN,,,866,WIN,
quiverforarrows,QUIVER (FOR ARROWS),,,995,QUIVER (FOR ARROWS),
livestock,LIVESTOCK,,,631,LIVESTOCK,
stocking,STOCKING,,,329,STOCKING,
diligent,DILIGENT,,,2077,DILIGENT,
bendsomething,BEND (SOMETHING),,,2224,BEND (SOMETHING),
trapcatch,TRAP (CATCH),,,1170,TRAP (CATCH),
spleen,SPLEEN,,,1744,SPLEEN,
earn,EARN,,,733,EARN,
hinderorprevent,HINDER OR PREVENT,,,3201,HINDER OR PREVENT,
combverb,COMB (VERB),,,2070,COMB (VERB),
wine,WINE,,,1524,WINE,
prepare,PREPARE,,,2909,PREPARE,
like,LIKE,,,1117,LIKE,
ocean,OCEAN,,,645,OCEAN,
ship,SHIP,,,740,SHIP,
dunganimalfaeces,DUNG (ANIMAL FAECES),,,2057,DUNG (ANIMAL FAECES),
raisebringup,RAISE (BRING UP),,,2134,RAISE (BRING UP),
ointment,OINTMENT,,,1926,OINTMENT,
anvil,ANVIL,,,1648,ANVIL,
spark,SPARK,,,518,SPARK,
stepdaughter,STEPDAUGHTER,,,1058,STEPDAUGHTER,
nut,NUT,,,191,NUT,
season,SEASON,,,691,SEASON,
nativecountry,NATIVE COUNTRY,,,89,NATIVE COUNTRY,
prostitute,PROSTITUTE,,,1610,PROSTITUTE,
defeat,DEFEAT,,,782,DEFEAT,
prisoner,PRISONER,,,1072,PRISONER,
copper,COPPER,,,1825,COPPER,BRONZE OR COPPER
glove,GLOVE,,,867,GLOVE,
suspect,SUSPECT,,,1841,SUSPECT,
collarbone,COLLARBONE,,,1994,COLLARBONE,
grapevine,GRAPEVINE,,,3769,GRAPEVINE,
alloworpermit,ALLOW OR PERMIT,,,3237,ALLOW OR PERMIT,
buffalo,BUFFALO,,,934,BUFFALO,
holy,HOLY,,,1702,HOLY,
idea,IDEA,,,1609,IDEA,
attack,ATTACK,,,722,ATTACK,
raft,RAFT,,,1664,RAFT,
chimney,CHIMNEY,,,1305,CHIMNEY,
marriedwoman,MARRIED WOMAN,,,426,MARRIED WOMAN,
dough,DOUGH,,,273,DOUGH,
nettle,NETTLE,,,33,NETTLE,
intention,INTENTION,,,1162,INTENTION,
bucket,BUCKET,,,2052,BUCKET,
feed,FEED,,,739,FEED,
recover,RECOVER,,,1978,RECOVER,
larva,LARVA,,,2640,LARVA,
guilty,GUILTY,,,1682,GUILTY,
marriedman,MARRIED MAN,,,424,MARRIED MAN,
lamb,LAMB,,,820,LAMB,
manner,MANNER,,,488,MANNER,
oath,OATH,,,1712,OATH,
tent,TENT,,,1316,TENT,
ripen,RIPEN,,,179,RIPEN,
affair,AFFAIR,,,2214,AFFAIR,
freeze,FREEZE,,,1431,FREEZE,
goiter,GOITER,,,1957,GOITER,
hummingbird,HUMMINGBIRD,,,1589,HUMMINGBIRD,
surrender,SURRENDER,,,1696,SURRENDER,
hope,HOPE,,,1092,HOPE,
shy,SHY,,,487,SHY,SHY OR ASHAMED
carryunderarm,CARRY UNDER ARM,,,415,CARRY UNDER ARM,
barking,BARKING,,,1206,BARKING,
bladder,BLADDER,,,1746,BLADDER,
camel,CAMEL,,,1871,CAMEL,
dryseason,DRY SEASON,,,452,DRY SEASON,
fathom,FATHOM,,,81,FATHOM,
nothing,NOTHING,,,687,NOTHING,
pin,PIN,,,64,PIN,
cookhouse,COOKHOUSE,,,334,COOKHOUSE,
nothingorzero,NOTHING OR ZERO,,,3198,NOTHING OR ZERO,
faithful,FAITHFUL,,,100,FAITHFUL,
spearthrower,SPEARTHROWER,,,2677,SPEARTHROWER,
earlobe,EARLOBE,,,18,EARLOBE,
tailor,TAILOR,,,881,TAILOR,
harvest,HARVEST,,,611,HARVEST,
helmet,HELMET,,,1680,HELMET,
cap,CAP,,,1288,CAP,
wallaby,WALLABY,,,165,WALLABY,
wolflikeanimal,WOLF-LIKE ANIMAL,,,2461,WOLF-LIKE ANIMAL,
gunpowder,GUNPOWDER,,,1798,GUNPOWDER,
sling,SLING,,,387,SLING,
landdescend,LAND (DESCEND),,,1922,LAND (DESCEND),
latch,LATCH,,,1012,LATCH,
innocent,INNOCENT,,,90,INNOCENT,
adultery,ADULTERY,,,902,ADULTERY,
preach,PREACH,,,304,PREACH,
handle,HANDLE,,,1254,HANDLE,
vagina,VAGINA,,,1836,VAGINA,
obscure,OBSCURE,,,1764,OBSCURE,
judgment,JUDGMENT,,,1067,JUDGMENT,
machete,MACHETE,,,2680,MACHETE,
citrusfruit,CITRUS FRUIT,,,1126,CITRUS FRUIT,
jaguar,JAGUAR,,,1250,JAGUAR,
marriageorwedding,MARRIAGE OR WEDDING,,,3182,MARRIAGE OR WEDDING,
saucer,SAUCER,,,271,SAUCER,
port,PORT,,,610,PORT,
sleepstate,SLEEP (STATE),,,2972,SLEEP (STATE),
watch,WATCH,,,1650,WATCH,
fig,FIG,,,322,FIG,
bill,BILL,,,1081,BILL,
mumble,MUMBLE,,,128,MUMBLE,
ambush,AMBUSH,,,65,AMBUSH,
walktakeawalk,WALK (TAKE A WALK),,,2890,WALK (TAKE A WALK),
rape,RAPE,,,953,RAPE,
yourplural,YOUR (PLURAL),,,2274,YOUR (PLURAL),
irrigate,IRRIGATE,,,3078,IRRIGATE,
sting,STING,,,571,STING,
soundofinstrumentorvoice,SOUND (OF INSTRUMENT OR VOICE),,,2879,SOUND (OF INSTRUMENT OR VOICE),
hammock,HAMMOCK,,,2019,HAMMOCK,
sloth,SLOTH,,,2446,SLOTH,
